#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
       14495           1   0.0105994  0.00731749
       14496           1   0.0106677   0.0073173
       14497      0.9196   0.0107304  0.00731706
       14498      0.9712   0.0107966  0.00731686
       14499      0.9984   0.0108647  0.00731667
       14500      0.9996   0.0109329  0.00731649
       14501      0.8616   0.0109916  0.00731622
       14502           1   0.0110598  0.00731603
       14503           1    0.011128  0.00731584
       14504      0.9656   0.0111938  0.00731563
       14505      0.9576    0.011259  0.00731542
       14506      0.9824    0.011326  0.00731522
       14507      0.9796   0.0113927  0.00731502
       14508      0.8756   0.0114523  0.00731476
       14509       0.904   0.0115138  0.00731452
       14510      0.9988   0.0115819  0.00731433
       14511      0.9996   0.0116499  0.00731414
       14512      0.7176   0.0116986   0.0073138
       14513      0.9724   0.0117648  0.00731359
       14514      0.9896   0.0118322   0.0073134
       14515      0.9996   0.0119002  0.00731321
       14516           1   0.0119683  0.00731303
       14517      0.9984   0.0120362  0.00731284
       14518           1   0.0121043  0.00731265
       14519        0.99   0.0121716  0.00731246
       14520      0.7764   0.0122243  0.00731214
       14521      0.6488   0.0122681  0.00731177
       14522      0.9936   0.0123357  0.00731158
       14523      0.9988   0.0124036  0.00731139
       14524      0.9996   0.0124716   0.0073112
       14525           1   0.0125396  0.00731102
       14526           1   0.0126075  0.00731083
       14527       0.996   0.0126752  0.00731064
       14528           1   0.0127432  0.00731045
       14529           1   0.0128112  0.00731027
       14530           1   0.0128791  0.00731008
       14531      0.9904   0.0129464  0.00730988
       14532      0.9992   0.0130142   0.0073097
       14533      0.9932   0.0130817  0.00730951
       14534           1   0.0131496  0.00730932
       14535      0.9908   0.0132168  0.00730912
       14536      0.9888    0.013284  0.00730893
       14537      0.9988   0.0133518  0.00730874
       14538      0.9784   0.0134181  0.00730854
       14539           1    0.013486  0.00730835
       14540      0.9992   0.0135538  0.00730816
       14541      0.9696   0.0136195  0.00730796
       14542       0.538   0.0136556  0.00730754
       14543      0.4872   0.0136882  0.00730711
       14544     -0.1128   0.0136795  0.00730662
       14545      0.0656    0.013683  0.00730611
       14546      0.2672   0.0137005  0.00730563
       14547      0.9456   0.0137645  0.00730541
       14548      0.9972   0.0138321  0.00730522
       14549           1   0.0138999  0.00730504
       14550      0.7636   0.0139514  0.00730471
       14551      0.9332   0.0140146  0.00730449
       14552      0.9996   0.0140823   0.0073043
       14553           1   0.0141501  0.00730411
       14554           1   0.0142178  0.00730392
       14555       0.994   0.0142851  0.00730373
       14556       0.998   0.0143527  0.00730354
       14557      0.9996   0.0144204  0.00730335
       14558      0.9988    0.014488  0.00730316
       14559      0.6616   0.0145325   0.0073028
       14560      0.1992   0.0145451  0.00730231
       14561      0.9416   0.0146088  0.00730208
       14562           1   0.0146765   0.0073019
       14563           1   0.0147441  0.00730171
       14564      0.8428    0.014801  0.00730143
       14565        0.18   0.0148123  0.00730094
       14566      0.0476   0.0148146  0.00730043
       14567     -0.8704   0.0147538  0.00730019
       14568     -0.9472   0.0146878  0.00729998
       14569          -1   0.0146181  0.00729982
       14570      -0.956   0.0145515  0.00729962
       14571          -1   0.0144819  0.00729945
       14572     -0.9996   0.0144123  0.00729928
       14573     -0.9992   0.0143427  0.00729911
       14574     -0.4964   0.0143077  0.00729869
       14575     -0.4844   0.0142735  0.00729827
       14576     -0.5812   0.0142326  0.00729789
       14577     -0.9588   0.0141659  0.00729769
       14578     -0.9936   0.0140967  0.00729752
       14579     -0.9968   0.0140274  0.00729735
       14580     -0.9544    0.013961  0.00729715
       14581     -0.7684   0.0139073  0.00729685
       14582     -0.5376   0.0138695  0.00729644
       14583     -0.5244   0.0138326  0.00729604
       14584     -0.5788    0.013792  0.00729565
       14585     -0.8564   0.0137323  0.00729539
       14586          -1   0.0136628  0.00729522
       14587      -0.996   0.0135936  0.00729505
       14588     -0.9996   0.0135241  0.00729488
       14589     -0.9868   0.0134556   0.0072947
       14590     -0.9148   0.0133919  0.00729448
       14591     -0.9992   0.0133225  0.00729431
       14592     -0.9612   0.0132558  0.00729412
       14593          -1   0.0131863  0.00729395
       14594      -0.998    0.013117  0.00729378
       14595     -0.9872   0.0130485   0.0072936
       14596          -1   0.0129791  0.00729343
       14597       -0.99   0.0129104  0.00729326
       14598     -0.9992    0.012841  0.00729309
       14599          -1   0.0127717  0.00729292
       14600          -1   0.0127023  0.00729275
       14601          -1   0.0126329  0.00729258
       14602          -1   0.0125636  0.00729241
       14603     -0.9968   0.0124945  0.00729223
       14604     -0.9968   0.0124254  0.00729206
       14605          -1    0.012356  0.00729189
       14606     -0.9876   0.0122876  0.00729172
       14607     -0.9972   0.0122185  0.00729154
       14608          -1   0.0121492  0.00729137
       14609      -0.838    0.012091  0.00729111
       14610      -0.724   0.0120406  0.00729078
       14611     -0.6344   0.0119964  0.00729042
       14612          -1   0.0119271  0.00729025
       14613     -0.9996   0.0118579  0.00729008
       14614     -0.9476   0.0117922  0.00728987
       14615      -0.272   0.0117728   0.0072894
       14616      0.0396   0.0117747   0.0072889
       14617     -0.3216   0.0117519  0.00728844
       14618     -0.4848   0.0117179  0.00728802
       14619      0.1092   0.0117246  0.00728752
       14620      0.1488    0.011734  0.00728703
       14621     -0.2028   0.0117193  0.00728655
       14622     -0.4172     0.01169  0.00728611
       14623     -0.8028   0.0116343  0.00728582
       14624          -1   0.0115651  0.00728565
       14625     -0.9924   0.0114965  0.00728548
       14626      -0.998   0.0114274  0.00728531
       14627          -1   0.0113583  0.00728514
       14628          -1   0.0112891  0.00728497
       14629          -1     0.01122   0.0072848
       14630          -1   0.0111509  0.00728463
       14631      -0.828   0.0110935  0.00728436
       14632     -0.9988   0.0110245  0.00728418
       14633     -0.9996   0.0109555  0.00728401
       14634      -0.924   0.0108916   0.0072838
       14635     -0.9148   0.0108283  0.00728357
       14636     -0.9704   0.0107613  0.00728338
       14637     -0.8656   0.0107014  0.00728313
       14638     -0.9956   0.0106327  0.00728296
       14639     -0.9944    0.010564  0.00728279
       14640          -1    0.010495  0.00728262
       14641      -0.992   0.0104265  0.00728244
       14642     -0.9996   0.0103575  0.00728227
       14643     -0.9916   0.0102891  0.00728209
       14644     -0.9984   0.0102202  0.00728192
       14645          -1   0.0101512  0.00728175
       14646     -0.9564   0.0100852  0.00728155
       14647     -0.9996   0.0100163  0.00728138
       14648          -1  0.00994735  0.00728121
       14649     -0.9676  0.00988062  0.00728102
       14650     -0.9928  0.00981218  0.00728085
       14651     -0.9668  0.00974552  0.00728065
       14652     -0.9992  0.00967666  0.00728048
       14653      -0.998  0.00960789  0.00728031
       14654     -0.9936  0.00953943  0.00728014
       14655     -0.9916  0.00947112  0.00727996
       14656     -0.9996  0.00940227  0.00727979
       14657          -1   0.0093334  0.00727962
       14658     -0.9996  0.00926457  0.00727945
       14659     -0.9992  0.00919577  0.00727927
       14660     -0.9944  0.00912731   0.0072791
       14661      -0.998  0.00905862  0.00727893
       14662          -1   0.0089898  0.00727876
       14663     -0.9948  0.00892134  0.00727858
       14664      -0.992  0.00885308  0.00727841
       14665     -0.9608  0.00878696  0.00727821
       14666      -0.888  0.00872581  0.00727797
       14667     -0.9872  0.00865791  0.00727779
       14668     -0.9992   0.0085892  0.00727762
       14669     -0.9976  0.00852061  0.00727745
       14670     -0.9548  0.00845494  0.00727725
       14671     -0.7604  0.00840254  0.00727694
       14672     -0.9988  0.00833389  0.00727677
       14673          -1  0.00826517   0.0072766
       14674     -0.9988  0.00819654  0.00727642
       14675     -0.9996  0.00812786  0.00727625
       14676     -0.9988  0.00805925  0.00727608
       14677     -0.9972  0.00799076  0.00727591
       14678     -0.9992  0.00792214  0.00727573
       14679          -1  0.00785348  0.00727556
       14680     -0.9992  0.00778488  0.00727539
       14681     -0.9972  0.00771642  0.00727522
       14682     -0.9984   0.0076479  0.00727504
       14683      -0.992  0.00757981  0.00727487
       14684     -0.9968  0.00751141  0.00727469
       14685     -0.9996  0.00744283  0.00727452
       14686     -0.9888    0.007375  0.00727434
       14687     -0.7948  0.00732038  0.00727405
       14688      -0.928   0.0072567  0.00727383
       14689          -1  0.00718813  0.00727366
       14690     -0.9932  0.00712003  0.00727349
       14691          -1  0.00705147  0.00727331
       14692          -1  0.00698293  0.00727314
       14693     -0.9968  0.00691461  0.00727297
       14694     -0.8772  0.00685444  0.00727272
       14695     -0.8188  0.00679826  0.00727244
       14696      -0.854  0.00673968  0.00727218
       14697     -0.8636  0.00668047  0.00727193
       14698     -0.9128  0.00661791  0.00727171
       14699     -0.9996  0.00654945  0.00727153
       14700     -0.9992  0.00648103  0.00727136
       14701     -0.9912  0.00641317  0.00727118
       14702     -0.9788  0.00634616    0.007271
       14703     -0.9544  0.00628081   0.0072708
       14704          -1  0.00621238  0.00727062
       14705          -1  0.00614395  0.00727045
       14706      -0.998  0.00607567  0.00727028
       14707          -1  0.00600726   0.0072701
       14708     -0.9936   0.0059393  0.00726993
       14709     -0.9984  0.00587102  0.00726975
       14710     -0.9992  0.00580269  0.00726958
       14711     -0.9876  0.00573516   0.0072694
       14712     -0.9988  0.00566688  0.00726923
       14713          -1  0.00559853  0.00726905
       14714          -1  0.00553019  0.00726888
       14715     -0.9996  0.00546188  0.00726871
       14716          -1  0.00539356  0.00726854
       14717          -1  0.00532524  0.00726836
       14718          -1  0.00525694  0.00726819
       14719     -0.9196   0.0051941  0.00726797
       14720     -0.8112  0.00513864  0.00726769
       14721          -1  0.00507036  0.00726751
       14722     -0.9364  0.00500641   0.0072673
       14723      -0.994  0.00493856  0.00726712
       14724     -0.9864  0.00487123  0.00726694
       14725     -0.9904  0.00480364  0.00726676
       14726     -0.9996  0.00473543  0.00726659
       14727     -0.9944  0.00466759  0.00726641
       14728     -0.8452  0.00460989  0.00726615
       14729     -0.9516  0.00454497  0.00726595
       14730     -0.9416  0.00448073  0.00726574
       14731     -0.1688  0.00446897  0.00726525
       14732       0.404  0.00449609  0.00726481
       14733      0.3652  0.00452057  0.00726436
       14734      -0.154  0.00450981  0.00726387
       14735     -0.9116  0.00444764  0.00726365
       14736     -0.9984  0.00437959  0.00726347
       14737      -0.996  0.00431171   0.0072633
